gpu,model,batch_size,num_img,min,median,mean,std,max,size
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,1,100,3.76393985748291,3.7683857679367057,3.772326040267944,0.01606903784419847,3.817417621612549,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,1,800,30.022199630737305,30.13547945022583,30.11956717967987,0.038474999906353724,30.146284103393555,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,2,100,3.5515894889831543,3.5591654777526855,3.559214472770691,0.0035762444428287525,3.5657827854156494,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,2,200,7.108325481414795,7.116295218467712,7.115900468826294,0.005186308141636975,7.125761032104492,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,4,200,7.5336058139801025,7.543931603431702,7.5505828857421875,0.0160746828604319,7.576037168502808,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,4,400,15.125266551971436,15.161720037460327,15.160887670516967,0.017291852909755007,15.183995723724363,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,8,400,14.986396074295044,15.019842624664307,15.015415692329407,0.01518906183666414,15.031315326690674,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,8,800,29.98446822166443,30.063502311706543,30.07550609111786,0.07357651015706229,30.17099237442017,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,16,100,3.7127206325531006,3.723418712615967,3.9056589365005494,0.5833821046120474,5.565894365310669,10
NVIDIA GeForce GTX 1080 Ti,AnyCostGenerator,16,800,29.685357093811035,29.76914954185486,29.761581707000733,0.032101751398830064,29.7919020652771,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1,400,13.096182584762571,13.10084879398346,13.10055046081543,0.0029796023101524827,13.105566263198853,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1,800,26.148770332336422,26.25797724723816,26.254114937782287,0.07480599683852668,26.36437678337097,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,2,100,2.7877769470214844,2.795256018638611,2.7939475536346436,0.003289589401840979,2.7982213497161865,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,2,800,22.30137062072754,22.40139400959015,22.388887405395508,0.04641942467980615,22.441850423812863,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,4,100,2.848111867904663,2.852763295173645,2.8522531270980833,0.002539687977034676,2.8558499813079834,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,4,200,5.698147535324097,5.712000012397766,5.716545820236206,0.01467702961226815,5.748982191085815,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,8,200,5.547343969345093,5.563498139381409,5.5662050485610965,0.01225222796410506,5.583065748214722,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,8,400,11.006142377853394,11.061473608016968,11.05803656578064,0.033617515025985915,11.098790884017944,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,16,400,10.78644871711731,10.804789185523987,10.811741352081299,0.02443662676404997,10.860764741897585,10
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,16,800,21.55874729156494,21.648495316505432,21.647582626342775,0.044247341345298626,21.698681354522705,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1,100,3.7106738090515137,3.7417116165161133,3.73861403465271,0.009821359930621878,3.742126226425171,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1,200,7.406432151794434,7.42274284362793,7.420246887207031,0.007105184194461951,7.429038047790527,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,2,200,6.739943742752075,6.809256911277771,6.80231990814209,0.021953779387115947,6.810972213745117,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,2,400,13.448030948638916,13.45558750629425,13.454897594451904,0.0034271164373565633,13.45890498161316,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,4,400,14.233522653579712,14.235567927360535,14.235985493659973,0.002197021594730201,14.239453554153442,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,4,800,28.11652565002441,28.14018738269806,28.14988272190094,0.03970996772883149,28.258060693740845,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,8,100,4.104350090026856,4.107465863227844,4.11042890548706,0.010104819981275388,4.138685703277588,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,8,800,28.08940386772156,28.10509157180786,28.10339698791504,0.009885956250138604,28.117902040481567,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,16,100,4.663261651992798,4.673242688179016,4.710831665992737,0.12706883395211838,5.07212233543396,10
NVIDIA GeForce GTX 1080 Ti,Style1Generator,16,200,8.009952068328857,8.028025031089783,8.189244151115417,0.5176991938058411,9.662277460098268,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1,400,16.114011764526367,16.175700068473816,16.16630902290344,0.032055624765328694,16.20306897163391,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1,800,32.17755627632141,32.34917724132538,32.31840631961823,0.10073903496215598,32.43684458732605,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,2,100,3.9655067920684814,3.9730817079544067,3.973904252052307,0.004806286791694618,3.982594966888428,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,2,800,30.476613521575928,30.572019457817078,30.55997998714447,0.033515439034638835,30.585771560668945,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,4,100,4.154484510421753,4.2868064641952515,4.274441766738891,0.04227108611938254,4.293000221252441,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,4,200,8.202364683151245,8.215914964675903,8.217806434631347,0.008923540804817748,8.229936361312866,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,8,200,8.400034189224243,8.68740713596344,8.658925247192382,0.09109128410238053,8.695070743560791,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,8,400,16.53600811958313,16.56689703464508,16.566295504570007,0.019030023765338494,16.595141172409058,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,16,400,16.18484926223755,16.714645266532898,16.66615762710571,0.16971072990415437,16.740638256072998,10
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,16,800,31.504493236541748,31.992083072662354,31.945399403572083,0.1572491022079645,32.042547941207886,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1,200,7.534209966659546,7.536896467208862,7.536959910392762,0.002008468137138098,7.540537357330322,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1,400,15.047059059143066,15.10246193408966,15.084361600875855,0.02623873215239788,15.107112407684326,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,2,400,14.230448246002195,14.250251889228823,14.249517679214478,0.00789114037392182,14.25784683227539,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,2,800,28.46543002128601,28.510090112686157,28.50879180431366,0.018140309684381798,28.52701997756958,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,4,100,3.765871047973633,3.7763153314590454,3.7756503343582155,0.005133982591643975,3.78166389465332,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,4,800,30.18171620368957,30.23066508769989,30.256352734565734,0.05954673169731,30.358965158462524,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,8,100,3.75402569770813,3.7628945112228394,3.7618547439575196,0.004838913997770292,3.767453193664551,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,8,200,7.49586820602417,7.512775182723999,7.512479138374329,0.011179006236510348,7.529429197311401,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,16,200,7.448445796966553,7.4715341329574585,7.971838164329529,1.6006573160627209,12.527297258377075,10
NVIDIA GeForce GTX 1080 Ti,Style2Generator,16,400,14.835988521575928,14.885757803916931,14.883561372756958,0.023389726788742148,14.90794324874878,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,1,100,2.695809841156006,2.704988121986389,2.7132226705551146,0.03282104924727103,2.805880069732666,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,1,800,21.482867002487183,21.616436004638672,21.59330019950867,0.04631356881845363,21.63494610786438,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,2,100,2.39229679107666,2.4001550674438477,2.399618721008301,0.00386111676558128,2.407118797302246,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,2,200,4.773256301879883,4.806723713874817,4.805086851119995,0.012595426667942096,4.822792530059815,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,4,200,5.163223505020142,5.164909482002258,5.168501448631287,0.008161961928059522,5.185727834701538,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,4,400,10.343172311782835,10.394886016845703,10.395030045509339,0.040165543414427206,10.443489789962769,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,8,400,10.201502561569214,10.251092910766602,10.242525649070739,0.020759260315412236,10.26349401473999,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,8,800,20.483749628067017,20.521483182907104,20.56756694316864,0.08457051784573831,20.69648838043213,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,16,100,2.5322916507720947,2.5347347259521484,2.6835550069808964,0.46881822644505405,4.017823219299316,10
NVIDIA GeForce RTX 3090,AnyCostGenerator,16,800,20.2261335849762,20.36953091621399,20.3355135679245,0.06487669733595292,20.385793209075928,10
NVIDIA GeForce RTX 3090,SWAGenerator,1,400,11.229623794555664,11.246271133422852,11.246137142181396,0.007606201271275744,11.257076501846312,10
NVIDIA GeForce RTX 3090,SWAGenerator,1,800,22.57018136978149,22.582419276237488,22.593259477615355,0.03445912105067754,22.6889808177948,10
NVIDIA GeForce RTX 3090,SWAGenerator,2,100,2.203001976013184,2.211303472518921,2.210812306404114,0.004280624775559018,2.21573257446289,10
NVIDIA GeForce RTX 3090,SWAGenerator,2,800,17.52212142944336,17.59420144557953,17.587544512748718,0.023553066449814124,17.600589275360107,10
NVIDIA GeForce RTX 3090,SWAGenerator,4,100,2.2268903255462646,2.232664704322815,2.2316749811172487,0.002565401659640813,2.234663724899292,10
NVIDIA GeForce RTX 3090,SWAGenerator,4,200,4.44443416595459,4.45578670501709,4.457602643966675,0.00852568576496682,4.474242448806763,10
NVIDIA GeForce RTX 3090,SWAGenerator,8,200,4.3019187450408936,4.311010718345642,4.3106142520904545,0.004541148588099709,4.316390514373779,10
NVIDIA GeForce RTX 3090,SWAGenerator,8,400,8.52021074295044,8.585813522338867,8.57141466140747,0.02788425620180812,8.59328556060791,10
NVIDIA GeForce RTX 3090,SWAGenerator,16,400,8.35733413696289,8.366068124771118,8.368113541603089,0.009368447814424995,8.389571189880371,10
NVIDIA GeForce RTX 3090,SWAGenerator,16,800,16.619945287704468,16.6357342004776,16.647215676307678,0.02867648126373713,16.7065532207489,10
NVIDIA GeForce RTX 3090,Style1Generator,1,100,1.966353416442871,1.9789710044860838,1.9779052019119263,0.004190978501026153,1.9818670749664309,10
NVIDIA GeForce RTX 3090,Style1Generator,1,200,3.916876792907715,3.9248299598693848,3.9228678703308106,0.003849714062563613,3.927934169769287,10
NVIDIA GeForce RTX 3090,Style1Generator,2,200,3.2117624282836914,3.2395427227020264,3.2374561548233034,0.009242321829297896,3.2439074516296387,10
NVIDIA GeForce RTX 3090,Style1Generator,2,400,6.395320415496826,6.418081283569336,6.414442253112793,0.008592463378503274,6.421533584594727,10
NVIDIA GeForce RTX 3090,Style1Generator,4,400,6.824385166168213,6.834047913551331,6.833448100090027,0.0052269765870194265,6.8421244621276855,10
NVIDIA GeForce RTX 3090,Style1Generator,4,800,13.546522617340088,13.567612886428833,13.565233421325683,0.0087103333060458,13.574184656143188,10
NVIDIA GeForce RTX 3090,Style1Generator,8,100,1.799551010131836,1.8056952953338623,1.8048842191696166,0.003018849168397333,1.8089537620544436,10
NVIDIA GeForce RTX 3090,Style1Generator,8,800,12.79862093925476,12.819865822792053,12.817508935928345,0.008291682487254768,12.827186346054075,10
NVIDIA GeForce RTX 3090,Style1Generator,16,100,1.896012544631958,1.8977061510086062,1.9236066102981568,0.08200739828199095,2.156991004943848,10
NVIDIA GeForce RTX 3090,Style1Generator,16,200,3.356997489929199,3.3618358373641968,3.436913013458252,0.24066106654370148,4.121812105178833,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,1,400,11.396406173706056,11.425491452217102,11.430370879173278,0.017294745877033654,11.455143213272097,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,1,800,22.90537190437317,22.975008964538574,22.966380572319032,0.026081359780271915,22.98793387413025,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,2,100,2.5796093940734863,2.586721897125244,2.5863630533218385,0.0051440236194090425,2.5932605266571045,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,2,800,20.012502431869507,20.143373012542725,20.13057961463928,0.04156098248488537,20.146695613861084,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,4,100,2.124340534210205,2.1728850603103638,2.1686164140701294,0.015700308839709177,2.1780896186828613,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,4,200,4.189099073410034,4.208698153495789,4.207223415374756,0.009285968709936497,4.218834638595581,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,8,200,3.9999496936798096,4.100092768669128,4.090761685371399,0.03199986596230254,4.105190277099609,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,8,400,7.870944023132324,7.900103449821472,7.8953807830810545,0.011040901663731017,7.905040979385376,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,16,400,8.013540267944336,8.214972138404846,8.195770311355592,0.06415031813342524,8.220763921737671,10
NVIDIA GeForce RTX 3090,Style2ADAGenerator,16,800,15.83400058746338,15.879080891609192,15.927527236938477,0.08443019087365046,16.038203716278076,10
NVIDIA GeForce RTX 3090,Style2Generator,1,200,5.412004470825195,5.428264856338501,5.425903224945069,0.007286305343190312,5.434271574020386,10
NVIDIA GeForce RTX 3090,Style2Generator,1,400,10.793530702590942,10.845593333244324,10.843473863601684,0.020753806664742126,10.865545272827148,10
NVIDIA GeForce RTX 3090,Style2Generator,2,400,9.540337562561035,9.612358689308167,9.608190560340882,0.029211136656836504,9.651716232299805,10
NVIDIA GeForce RTX 3090,Style2Generator,2,800,19.195916652679443,19.28120732307434,19.26840994358063,0.03558177261153503,19.31146001815796,10
NVIDIA GeForce RTX 3090,Style2Generator,4,100,2.582634210586548,2.597668170928955,2.5976705312728883,0.008673701405416828,2.611866235733032,10
NVIDIA GeForce RTX 3090,Style2Generator,4,800,20.692910194396973,20.698800563812256,20.70080461502075,0.008438363373497737,20.72309136390686,10
NVIDIA GeForce RTX 3090,Style2Generator,8,100,2.5767316818237305,2.580225348472595,2.580652046203613,0.002829902661838153,2.585063934326172,10
NVIDIA GeForce RTX 3090,Style2Generator,8,200,5.139933347702026,5.148151278495789,5.148597288131714,0.00744051644169594,5.164526700973511,10
NVIDIA GeForce RTX 3090,Style2Generator,16,200,5.084595918655396,5.090887665748596,5.151383280754089,0.19481055313565052,5.705717086791992,10
NVIDIA GeForce RTX 3090,Style2Generator,16,400,10.203776121139526,10.219359636306763,10.219400525093079,0.006984573784038653,10.228904724121094,10
